,Unnamed: 0,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
856,856,80,1978.5061638868744,10970,6,6,1978,1978,1,1,8,4,2,0.0,2,1,2,2,505,0,940,1026,0,1026,1,0,3,1,2,5,1,0,2,1981.0,2,2,576,0,0,34,10,2008,147000
857,857,60,65.0,8125,6,5,1994,1995,1,1,4,4,2,0.0,1,1,1,1,0,702,702,702,779,1481,2,1,3,1,2,6,1,1,1,1994.0,3,2,343,0,36,0,3,2009,174000
858,858,20,80.0,10400,7,5,1976,1976,1,1,4,4,1,189.0,2,1,1,1,0,1090,1090,1370,0,1370,2,0,3,1,2,6,1,1,1,1976.0,1,2,479,0,0,0,6,2009,152000
859,859,60,1978.5061638868744,11029,6,7,1968,1984,1,1,4,4,1,220.0,2,2,1,3,619,435,1054,1512,1142,2654,2,1,4,1,1,9,1,1,1,1968.0,2,2,619,0,65,0,8,2006,250000
860,860,50,55.0,7642,7,8,1918,1998,1,1,3,6,2,0.0,3,2,1,1,0,912,912,912,514,1426,1,1,3,1,1,7,1,1,2,1925.0,2,1,216,0,240,0,6,2007,189950
861,861,190,75.0,11625,5,4,1965,1965,2,1,8,4,2,0.0,1,2,1,3,841,198,1039,1039,0,1039,1,1,3,1,2,6,1,0,1,1965.0,2,2,504,0,0,0,4,2010,131500
862,862,20,81.0,9672,6,5,1984,1985,2,1,4,5,2,0.0,1,1,1,1,338,702,1040,1097,0,1097,2,0,3,1,2,6,1,0,1,1986.0,2,2,480,0,0,0,5,2010,152000
863,863,20,70.0,7931,5,5,1959,1959,2,1,5,5,2,0.0,2,2,1,1,1148,0,1148,1148,0,1148,1,0,3,1,2,6,1,0,1,1959.0,2,1,672,0,0,0,7,2009,132500
864,864,20,72.0,8640,7,5,2007,2008,1,1,1,1,2,0.0,1,3,1,1,0,1372,1372,1372,0,1372,2,0,3,1,1,6,1,0,1,2008.0,3,2,529,0,140,0,5,2008,250580
865,865,20,1978.5061638868744,8750,5,6,1970,1970,1,1,2,2,1,76.0,2,2,1,1,828,174,1002,1002,0,1002,1,0,3,1,2,5,1,0,2,1973.0,2,2,902,0,0,0,8,2009,148500
866,866,20,67.0,10656,8,5,2006,2007,1,1,1,1,3,274.0,1,1,1,4,0,1638,1638,1646,0,1646,2,0,3,1,1,6,1,1,1,2007.0,1,3,870,192,80,0,11,2007,248900
867,867,20,85.0,6970,4,5,1961,1961,1,1,1,1,2,0.0,2,2,1,1,932,108,1040,1120,0,1120,1,1,3,1,4,5,1,0,1,1961.0,1,2,544,168,0,0,5,2007,129000
868,868,60,1978.5061638868744,14762,5,6,1948,1950,1,1,8,5,2,0.0,5,4,3,5,0,0,0,1547,720,2320,2,0,2,1,2,7,1,1,1,1979.0,2,2,672,120,144,0,5,2006,169000
869,869,60,80.0,9938,7,5,1993,1994,1,1,2,2,1,246.0,1,1,1,1,750,300,1050,1062,887,1949,2,1,3,1,1,8,1,1,1,1993.0,3,2,574,156,90,0,6,2010,236000
870,870,20,60.0,6600,5,5,1962,1962,2,1,2,2,2,0.0,2,2,1,1,0,894,894,894,0,894,1,0,2,1,2,5,1,0,2,1962.0,2,1,308,0,0,0,8,2009,109500
871,871,60,70.0,8750,6,5,1998,1998,1,1,1,1,1,116.0,1,1,1,1,505,299,804,804,878,1682,2,1,3,1,1,7,1,0,1,1998.0,1,2,523,0,77,0,6,2010,200500
872,872,20,74.0,8892,5,7,1953,1996,1,1,6,3,2,0.0,6,2,1,4,0,105,105,910,0,910,1,0,3,1,1,5,1,0,1,1953.0,2,2,414,196,0,150,10,2008,116000
873,873,40,60.0,12144,5,7,1949,1950,1,1,4,4,2,0.0,2,2,1,1,375,457,832,1036,0,1268,1,0,3,1,2,6,1,1,1,1949.0,2,1,288,0,28,0,9,2009,133000
874,874,50,52.0,5720,5,6,1941,1950,1,1,3,6,2,0.0,2,2,1,1,0,676,676,676,455,1131,1,1,3,1,2,5,1,0,2,1941.0,2,1,200,26,0,0,8,2009,66500
875,875,60,75.0,9000,8,5,2007,2007,1,1,7,7,2,0.0,1,1,1,4,64,1120,1184,1184,1426,2610,2,1,4,1,3,11,1,1,3,2007.0,3,2,550,208,364,0,8,2007,303477
876,876,20,94.0,25286,4,5,1963,1963,1,1,4,5,2,0.0,1,2,1,2,633,431,1064,1040,0,1040,1,0,3,1,2,5,1,0,1,1963.0,2,2,648,0,0,0,1,2007,132250
877,877,60,74.0,8834,9,5,2004,2005,2,1,1,1,3,216.0,1,3,1,1,1170,292,1462,1462,762,2224,2,1,4,1,3,10,1,1,1,2004.0,3,3,738,184,0,0,6,2009,350000
878,878,85,88.0,11782,5,7,1961,1995,1,1,4,4,2,0.0,2,2,1,4,899,210,1109,1155,0,1155,1,0,3,1,1,6,4,0,2,1987.0,2,2,576,192,0,0,6,2010,148000
879,879,20,1978.5061638868744,7000,5,8,1978,2005,1,1,1,1,1,90.0,2,2,1,1,646,218,864,864,0,864,1,0,3,1,2,6,1,0,1,1978.0,2,1,336,0,0,0,7,2009,136500
880,880,20,60.0,7024,5,5,2005,2006,1,1,1,1,2,0.0,1,3,2,1,980,110,1090,1090,0,1090,1,1,2,1,2,5,1,0,1,2005.0,3,2,450,0,49,0,6,2007,157000
881,881,50,44.0,13758,7,5,1990,1991,1,1,4,4,1,117.0,2,1,1,3,902,254,1156,1187,530,1717,2,1,3,1,1,7,1,1,1,1990.0,1,2,400,168,36,0,4,2007,187500
882,882,60,1978.5061638868744,9636,6,5,1992,1993,1,1,1,1,2,0.0,1,1,1,1,0,808,808,808,785,1593,2,1,3,1,2,7,1,1,3,1993.0,1,2,389,342,40,0,12,2009,178000
883,883,75,60.0,6204,4,5,1912,1950,1,1,3,6,2,0.0,1,2,4,1,0,795,795,954,795,2230,1,0,5,1,2,10,1,0,2,1997.0,2,1,440,0,188,0,3,2006,118500
884,884,20,65.0,7150,5,5,1967,1967,1,1,4,4,1,60.0,2,2,1,1,432,460,892,892,0,892,1,0,3,1,2,5,1,0,1,1967.0,1,1,288,0,0,0,7,2009,100000
885,885,120,50.0,5119,9,5,1999,2000,1,1,2,2,1,60.0,1,3,1,4,1238,460,1698,1709,0,1709,2,0,2,1,1,5,1,1,1,1999.0,3,2,506,97,65,0,1,2008,328900
886,886,90,70.0,8393,5,5,1959,2005,1,1,2,2,1,122.0,2,2,1,1,528,1098,1626,1712,0,1712,2,0,4,2,2,8,1,0,1,2005.0,3,2,588,272,54,0,6,2006,145000
887,887,50,59.0,16466,5,7,1955,1955,1,1,2,2,2,0.0,1,2,1,1,0,816,816,872,521,1393,1,1,3,1,2,8,1,0,1,1955.0,2,1,300,121,0,0,4,2008,135500
888,888,20,95.0,15865,8,6,1970,1970,5,6,3,6,2,0.0,1,2,2,2,351,1043,2217,2217,0,2217,2,0,4,1,1,8,1,1,1,1970.0,2,2,621,81,207,0,10,2007,268000
889,889,20,128.0,12160,6,4,1953,1953,2,1,3,6,1,90.0,2,2,1,1,1024,481,1505,1505,0,1505,1,0,2,1,2,6,1,1,1,1953.0,1,2,505,0,0,0,2,2009,149500
890,890,50,60.0,8064,5,7,1949,2006,1,1,2,2,2,0.0,2,2,1,3,0,672,672,672,252,924,1,0,3,1,2,6,1,1,2,2003.0,2,2,576,0,0,0,7,2007,122900
891,891,60,70.0,11184,6,5,1978,1978,2,1,4,4,1,92.0,2,2,1,1,226,192,918,918,765,1683,2,1,3,1,2,7,1,1,1,1978.0,1,2,440,243,0,0,7,2009,172500
892,892,20,70.0,8414,6,8,1963,2003,2,1,4,4,2,0.0,2,2,1,1,663,396,1059,1068,0,1068,1,0,3,1,2,6,1,0,1,1963.0,1,1,264,192,0,0,2,2006,154500
893,893,20,1978.5061638868744,13284,5,5,1954,1954,1,1,3,5,2,0.0,1,1,1,3,1064,319,1383,1383,0,1383,1,0,3,1,2,6,1,1,1,1954.0,2,1,354,511,116,0,6,2008,165000
894,894,90,64.0,7018,5,5,1979,1979,1,1,8,5,2,0.0,5,4,3,5,0,0,0,1535,0,1535,2,0,4,2,2,8,1,0,1,1979.0,2,2,400,0,0,0,6,2009,118858
895,895,60,71.0,7056,6,5,1963,1963,2,1,4,4,1,415.0,2,2,1,1,400,380,780,983,813,1796,1,1,4,1,2,8,1,1,1,1963.0,1,2,483,0,50,0,10,2008,140000
896,896,30,50.0,8765,4,6,1936,1950,1,1,3,6,2,0.0,3,2,1,1,285,666,951,951,0,951,1,0,2,1,2,6,1,0,2,1936.0,2,1,327,0,28,0,4,2006,106500
897,897,90,64.0,7018,5,5,1979,1979,1,1,8,5,2,0.0,5,4,3,5,0,0,0,1120,1120,2240,2,0,6,2,2,12,1,0,2,1979.0,2,2,528,154,0,0,6,2009,142953
898,898,20,100.0,12919,9,5,2009,2010,2,1,1,1,3,760.0,1,3,1,2,2188,142,2330,2364,0,2364,2,1,2,1,3,11,1,2,1,2009.0,3,3,820,0,67,0,3,2010,611657
899,899,20,65.0,6993,5,7,1961,1994,1,1,4,5,2,0.0,2,2,1,1,465,447,912,1236,0,1236,1,0,3,1,2,6,1,1,1,1961.0,2,1,288,0,0,0,6,2006,135000
900,900,20,1978.5061638868744,7340,4,6,1971,1971,1,1,4,4,2,0.0,2,2,1,1,322,536,858,858,0,858,1,0,2,1,2,4,1,0,2,1979.0,2,1,684,0,0,0,6,2007,110000
901,901,20,64.0,8712,5,7,1957,2000,2,1,2,2,2,0.0,2,2,1,3,860,132,992,1306,0,1306,1,0,2,1,2,5,1,0,2,1968.0,2,1,756,0,0,0,5,2009,153000
902,902,60,63.0,7875,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,1,0,783,783,807,702,1509,2,1,3,1,1,8,1,1,1,2003.0,3,2,393,0,75,0,7,2006,180000
903,903,20,50.0,14859,7,5,2006,2006,2,1,1,1,1,27.0,1,1,1,1,0,1670,1670,1670,0,1670,2,0,3,1,1,7,1,1,1,2006.0,1,3,690,144,60,0,8,2006,240000
904,904,20,1978.5061638868744,6173,5,6,1967,1967,1,1,4,6,1,75.0,2,2,1,1,599,277,876,902,0,902,1,0,3,1,2,6,1,0,1,1967.0,2,1,288,0,0,0,8,2007,125500
905,905,20,80.0,9920,5,5,1954,1954,1,1,4,4,3,110.0,2,2,1,1,354,412,1056,1063,0,1063,1,0,3,1,2,6,1,0,1,1954.0,1,1,280,0,0,164,2,2010,128000
906,906,20,116.0,13501,8,5,2006,2006,1,1,1,1,3,208.0,1,1,1,1,63,1560,1623,1636,0,1636,2,0,3,1,1,8,1,1,1,2006.0,1,3,865,0,60,0,6,2007,255000
907,907,50,86.0,11500,7,7,1936,1987,1,1,5,8,2,0.0,2,1,1,1,223,794,1017,1020,1037,2057,1,1,3,1,1,6,1,1,1,1936.0,3,1,180,0,0,0,6,2006,250000
908,908,20,1978.5061638868744,8885,5,5,1983,1983,1,1,4,4,2,0.0,2,1,1,4,301,239,864,902,0,902,1,0,2,1,2,5,1,0,1,1983.0,2,2,484,164,0,0,6,2006,131000
909,909,60,149.0,12589,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,0,742,742,742,742,1484,2,1,3,1,1,8,1,1,1,2005.0,3,2,390,36,24,0,6,2009,174000
910,910,90,80.0,11600,5,5,1960,1960,1,1,2,2,1,361.0,2,2,1,1,443,662,1105,1105,1169,2274,2,0,5,2,2,12,1,0,2,1960.0,2,2,480,0,0,0,1,2010,154300
911,911,20,1978.5061638868744,9286,5,7,1977,1989,1,1,4,5,2,0.0,2,1,2,4,196,1072,1268,1268,0,1268,1,1,3,1,1,5,1,0,2,1978.0,2,1,252,173,0,0,10,2009,143500
912,912,30,51.0,6120,5,7,1925,1950,1,1,2,2,2,0.0,3,2,1,1,489,279,768,1015,0,1015,1,0,3,1,2,6,2,0,2,1925.0,2,1,450,0,0,112,7,2006,88000
913,913,90,82.0,6270,5,6,1949,1950,1,1,2,2,2,0.0,2,2,1,1,284,717,1001,1001,1001,2002,2,0,4,2,2,8,1,0,7,1949.0,2,3,871,0,0,0,8,2007,145000
914,914,160,30.0,3000,6,5,2009,2009,1,1,1,1,3,76.0,1,1,1,4,294,318,612,612,612,1224,2,1,2,1,1,4,1,0,2,2009.0,1,2,528,0,234,0,6,2009,173733
915,915,160,21.0,2001,4,5,1970,1970,1,1,7,7,1,80.0,2,2,1,1,0,546,546,546,546,1092,1,1,3,1,2,6,1,0,1,1970.0,2,1,286,0,0,0,1,2007,75000
916,916,20,50.0,9000,2,3,1949,1950,1,1,9,10,2,0.0,2,2,1,4,50,430,480,480,0,480,0,0,1,1,2,4,1,0,2,1958.0,2,1,308,0,0,0,10,2006,35311
917,917,20,1978.5061638868744,17140,4,6,1956,1956,1,1,1,1,2,0.0,2,2,1,1,1059,75,1134,1229,0,1229,1,0,3,1,2,6,1,0,1,1956.0,1,1,284,0,0,0,4,2009,135000
918,918,60,103.0,13125,7,5,1991,1991,1,1,4,4,2,0.0,1,3,1,3,48,422,1104,912,1215,2127,2,1,4,1,1,8,1,1,1,1991.0,1,3,833,72,192,224,11,2007,238000
919,919,20,87.0,11029,6,8,1958,2002,2,1,2,2,2,0.0,2,1,1,1,528,245,1184,1414,0,1414,1,0,3,1,2,6,2,1,1,1990.0,2,2,601,0,51,0,5,2008,176500
920,920,60,70.0,8462,6,5,1994,1994,1,1,4,4,1,105.0,1,1,2,1,814,114,928,936,785,1721,2,1,3,1,1,7,1,0,1,1994.0,1,2,471,300,87,0,7,2007,201000
921,921,90,67.0,8777,5,7,1900,2003,1,1,2,2,2,0.0,2,2,1,1,1084,188,1272,1272,928,2200,2,2,4,2,2,9,1,0,5,1978.5061638868744,4,0,0,0,70,0,9,2008,145900
922,922,20,65.0,10237,6,5,2005,2006,1,1,1,1,2,0.0,1,1,1,1,28,1288,1316,1316,0,1316,2,0,3,1,1,6,1,1,1,2005.0,3,2,397,100,0,0,10,2006,169990
923,923,120,50.0,8012,6,5,1993,1994,1,1,8,5,2,0.0,1,1,1,1,165,598,1604,1617,0,1617,2,0,2,1,1,5,1,1,1,1993.0,1,2,533,0,69,0,7,2008,193000
924,924,20,79.0,10240,6,6,1980,1980,1,1,8,5,1,157.0,2,1,1,1,625,0,1686,1686,0,1686,2,0,3,1,2,7,1,1,1,1980.0,2,2,612,384,131,0,5,2006,207500
925,925,20,1978.5061638868744,15611,5,6,1977,1977,1,1,1,1,2,0.0,1,1,1,4,767,266,1126,1126,0,1126,2,0,3,1,3,6,1,0,1,1977.0,1,2,540,180,0,0,3,2008,175000
926,926,60,93.0,11999,8,5,2003,2004,2,1,1,1,1,340.0,1,1,1,1,0,1181,1181,1234,1140,2374,2,1,4,1,3,10,1,1,3,2003.0,3,3,656,104,100,0,5,2007,285000
927,927,60,1978.5061638868744,9900,7,5,1968,1968,1,1,2,2,1,342.0,2,2,1,1,552,280,832,1098,880,1978,2,1,4,1,2,9,1,1,1,1968.0,1,2,486,0,43,0,4,2008,176000
928,928,20,1978.5061638868744,11838,8,5,2001,2001,2,1,1,1,2,0.0,1,1,1,4,0,1753,1753,1788,0,1788,2,0,3,1,3,7,1,1,1,2001.0,1,2,522,202,151,0,6,2009,236500
929,929,60,1978.5061638868744,13006,7,5,1997,1997,1,1,4,4,1,285.0,1,1,1,1,0,964,964,993,1243,2236,2,1,4,1,1,8,1,1,3,1997.0,3,2,642,0,0,0,11,2006,222000
930,930,20,73.0,8925,8,5,2007,2007,1,1,1,1,2,0.0,1,1,1,4,16,1450,1466,1466,0,1466,2,0,3,1,1,7,1,0,1,2007.0,3,3,610,100,18,0,7,2009,201000
931,931,20,70.0,9100,5,6,1965,1965,1,1,1,1,2,0.0,2,2,1,1,338,121,925,925,0,925,1,0,2,1,2,5,1,0,2,1965.0,2,1,429,0,0,0,7,2009,117500
932,932,20,84.0,11670,9,5,2006,2006,2,1,1,12,3,302.0,1,3,2,1,0,1905,1905,1905,0,1905,2,0,3,1,3,8,1,1,1,2006.0,3,3,788,0,191,0,3,2007,320000
933,933,20,63.0,8487,7,5,2004,2004,1,1,1,1,1,210.0,1,1,1,4,20,1480,1500,1500,0,1500,2,0,3,1,1,6,1,0,1,2004.0,1,2,570,192,36,0,8,2009,190000
934,934,20,313.0,27650,7,7,1960,2007,5,6,3,6,2,0.0,2,1,1,2,425,160,585,2069,0,2069,2,0,4,1,1,9,1,1,1,1960.0,1,2,505,0,0,0,11,2008,242000
935,935,30,52.0,5825,4,5,1926,1953,1,1,2,2,1,108.0,1,5,1,3,0,600,600,747,0,747,1,0,1,1,2,5,1,0,2,1953.0,2,2,528,0,0,32,6,2006,79900
936,936,20,67.0,10083,7,5,2003,2003,1,1,1,1,5,103.685261707989,1,1,1,1,833,343,1176,1200,0,1200,2,0,2,1,1,5,1,0,1,2003.0,1,2,555,0,41,0,8,2009,184900
937,937,60,75.0,9675,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,3,341,772,1113,1113,858,1971,2,1,3,1,1,8,1,1,1,2005.0,1,2,689,0,48,0,2,2009,253000
938,938,60,73.0,8760,7,5,2006,2006,1,1,1,1,2,0.0,1,1,2,3,464,927,1391,1391,571,1962,2,1,3,1,1,7,1,0,1,2006.0,1,3,868,0,90,0,8,2006,239799
939,939,70,1978.5061638868744,24090,7,7,1940,1950,1,1,2,2,2,0.0,2,2,1,3,0,1032,1032,1207,1196,2403,2,0,4,1,2,10,1,2,1,1940.0,2,1,349,56,0,318,6,2010,244400
940,940,90,55.0,12640,6,5,1976,1976,1,1,8,5,2,0.0,2,2,1,2,936,396,1728,1728,0,1728,2,0,4,2,2,8,1,0,1,1976.0,2,2,574,40,0,0,7,2006,150900
941,941,60,1978.5061638868744,8755,7,5,1999,1999,1,1,1,1,1,298.0,1,1,1,1,772,220,992,1022,1038,2060,2,1,3,1,1,8,1,1,3,1999.0,1,2,390,0,0,0,6,2009,214000
942,942,90,42.0,7711,4,3,1977,1977,1,1,2,2,2,0.0,1,1,1,2,1440,0,1440,1440,0,1440,2,0,4,2,2,8,1,0,5,1978.5061638868744,4,0,0,321,0,0,8,2007,150000
943,943,90,100.0,25000,5,4,1967,1967,1,1,4,5,2,0.0,2,2,1,4,0,1632,1632,1632,0,1632,2,0,4,2,2,8,1,0,1,1967.0,2,2,576,0,0,0,6,2007,143000
944,944,20,1978.5061638868744,14375,6,6,1958,1958,1,1,4,4,1,541.0,2,2,1,1,111,354,819,1344,0,1344,1,0,3,1,1,7,1,1,6,1958.0,1,2,525,0,118,0,1,2009,137500
945,945,50,98.0,8820,5,6,1890,1996,2,1,1,1,2,0.0,3,2,1,1,1088,0,1088,1188,561,1869,1,0,2,1,2,7,1,0,2,1963.0,2,2,456,48,0,244,9,2009,124900
946,946,80,70.0,8163,5,6,1959,1959,1,1,4,4,1,128.0,2,2,1,4,748,102,1144,1144,0,1144,1,0,3,1,2,6,1,1,1,1959.0,1,1,796,86,0,0,3,2006,143000
947,947,20,85.0,14536,8,5,2002,2003,2,1,1,1,1,236.0,1,1,1,4,1300,316,1616,1629,0,1629,2,0,3,1,1,9,1,1,1,2002.0,3,3,808,0,252,0,11,2007,270000
948,948,60,65.0,14006,7,5,2002,2002,1,1,1,1,1,144.0,1,1,1,5,0,936,936,936,840,1776,2,1,3,1,1,7,1,1,1,2002.0,1,2,474,144,96,0,2,2006,192500
949,949,20,78.0,9360,6,7,1972,2006,2,1,8,5,2,0.0,2,2,1,1,982,179,1161,1381,0,1381,1,1,3,1,1,5,1,1,1,1972.0,1,2,676,0,0,0,3,2010,197500
950,950,20,60.0,7200,5,8,1950,2002,1,1,1,1,2,0.0,2,2,1,1,398,317,864,864,0,864,1,0,3,1,1,5,1,0,2,1980.0,1,2,720,194,0,0,7,2007,129000
951,951,20,60.0,7800,5,5,1965,1965,1,1,1,1,2,0.0,2,2,1,1,641,187,828,965,0,965,1,0,3,1,2,6,1,0,2,1979.0,2,1,300,421,0,0,7,2006,119900
952,952,85,60.0,7200,5,8,1972,2003,1,1,6,4,2,0.0,2,1,1,4,660,108,768,768,0,768,1,0,2,1,2,5,1,0,2,1974.0,3,1,396,192,0,0,4,2009,133900
953,953,60,1978.5061638868744,11075,5,4,1969,1969,1,1,4,4,1,232.0,2,2,1,4,562,29,784,1168,800,1968,2,1,4,1,2,7,4,1,1,1969.0,1,2,530,305,189,0,9,2008,172000
954,954,90,35.0,9400,6,5,1975,1975,5,6,6,5,1,250.0,2,1,2,2,945,0,945,980,0,980,2,0,4,0,2,4,1,0,5,1978.5061638868744,4,0,0,0,0,0,10,2006,127500
955,955,90,82.0,7136,6,6,1946,1950,1,1,2,2,1,423.0,2,1,1,1,484,495,979,979,979,1958,2,0,4,2,2,8,1,0,1,1946.0,2,2,492,0,0,0,8,2007,145000
956,956,160,24.0,1300,6,6,1980,1980,1,1,2,2,2,0.0,2,1,1,1,285,276,561,561,668,1229,1,1,2,1,2,5,1,1,1,1980.0,3,2,462,150,0,0,5,2009,124000
957,957,20,70.0,7420,5,5,1962,1962,2,1,2,2,2,0.0,2,2,1,1,417,640,1057,1057,0,1057,1,0,3,1,2,6,1,0,2,1977.0,3,2,576,0,0,0,4,2007,132000
958,958,20,65.0,8450,7,5,2003,2003,1,1,1,1,2,0.0,1,1,1,3,699,638,1337,1337,0,1337,2,0,3,1,1,6,1,0,1,2003.0,1,2,531,0,39,0,10,2007,185000
959,959,160,24.0,2572,7,5,1999,1999,2,1,2,2,2,0.0,1,1,1,1,604,92,696,696,720,1416,2,1,3,1,1,6,1,0,2,1999.0,2,2,484,0,44,0,5,2010,155000
960,960,20,50.0,7207,5,7,1958,2008,1,1,3,5,2,0.0,2,2,1,2,696,162,858,858,0,858,1,0,2,1,2,4,1,0,5,1978.5061638868744,4,0,0,117,0,0,2,2010,116500
961,961,60,1978.5061638868744,12227,6,7,1977,1995,1,1,4,4,1,424.0,2,1,2,1,896,434,1330,1542,1330,2872,2,1,4,1,2,11,1,1,1,1977.0,3,2,619,550,282,0,7,2008,272000
962,962,160,24.0,2308,6,6,1976,1976,1,1,8,11,2,0.0,2,1,1,1,556,248,804,804,744,1548,2,1,3,1,1,7,1,1,2,1976.0,2,2,440,48,0,0,7,2007,155000
963,963,20,122.0,11923,9,5,2007,2007,1,1,1,1,2,0.0,1,3,1,1,0,1800,1800,1800,0,1800,2,0,2,1,3,7,1,0,1,2007.0,3,2,702,288,136,0,5,2009,239000
964,964,60,80.0,11316,7,5,2002,2003,1,1,1,1,1,44.0,1,1,1,1,624,193,817,824,1070,1894,2,1,4,1,1,8,1,1,3,2002.0,3,2,510,0,40,0,2,2010,214900
965,965,60,65.0,10237,6,5,2005,2007,1,1,1,1,2,0.0,1,1,1,1,0,783,783,783,701,1484,2,1,3,1,1,8,1,1,1,2005.0,3,2,393,0,72,0,7,2007,178900
966,966,50,130.0,9600,5,7,1940,1950,1,1,2,2,2,0.0,3,2,4,1,428,300,728,976,332,1308,1,1,2,1,2,7,4,2,2,1940.0,2,1,256,0,70,0,6,2009,160000
967,967,20,1978.5061638868744,7390,5,7,1955,1955,2,1,3,6,1,151.0,2,2,1,1,902,196,1098,1098,0,1098,1,0,3,1,2,6,1,0,1,1955.0,2,1,260,0,0,0,7,2008,135000
968,968,50,50.0,5925,3,6,1910,1950,1,1,1,1,2,0.0,3,2,1,1,0,600,600,600,368,968,1,0,2,1,2,6,1,0,5,1978.5061638868744,4,0,0,0,0,0,5,2009,37900
969,969,190,75.0,10382,6,5,1958,1958,2,1,4,4,1,105.0,2,2,1,2,513,75,588,1095,0,1095,1,0,2,1,2,6,1,0,1,1958.0,1,1,264,0,0,0,3,2006,140000
970,970,50,60.0,10800,4,4,1949,1950,1,1,9,10,2,0.0,2,2,1,1,0,720,720,720,472,1192,1,1,4,1,2,6,1,0,5,1978.5061638868744,4,0,0,0,0,0,12,2006,135000
971,971,160,36.0,2268,7,5,2003,2004,1,1,1,3,3,106.0,1,1,1,1,567,197,764,764,862,1626,2,0,2,1,1,6,1,0,3,2003.0,1,2,474,0,27,0,7,2009,173000
972,972,120,55.0,7892,6,5,1979,1979,1,1,8,5,2,0.0,2,1,1,1,0,918,918,918,0,918,2,0,2,1,2,5,1,1,1,1979.0,2,1,264,28,0,0,4,2010,99500
973,973,20,95.0,11639,7,5,2007,2008,1,1,7,7,5,103.685261707989,1,1,1,1,0,1428,1428,1428,0,1428,2,0,3,1,1,6,1,0,1,2007.0,3,2,480,0,120,0,12,2008,182000
974,974,70,60.0,11414,7,8,1910,1993,1,1,4,4,2,0.0,3,1,1,1,0,728,728,1136,883,2019,1,0,3,1,1,8,1,0,2,1997.0,2,2,532,509,135,0,10,2009,167500
975,975,160,1978.5061638868744,2651,7,5,2000,2000,1,1,2,2,2,0.0,1,1,1,1,641,32,673,673,709,1382,2,1,3,1,1,6,1,0,2,2000.0,2,2,490,153,50,0,4,2006,165000
976,976,30,51.0,5900,4,7,1923,1958,1,1,3,6,2,0.0,1,1,1,1,0,440,440,869,0,869,1,0,2,1,4,4,1,0,5,1978.5061638868744,4,0,0,0,0,0,8,2006,85500
977,977,120,35.0,4274,7,5,2006,2007,1,1,1,1,5,103.685261707989,1,1,1,1,1106,135,1241,1241,0,1241,1,1,1,1,1,4,1,0,1,2007.0,3,2,569,0,116,0,11,2007,199900
978,978,20,68.0,9450,4,5,1954,1954,1,1,2,2,2,0.0,2,2,1,1,552,342,894,894,0,894,1,0,3,1,2,5,1,0,2,1999.0,2,2,400,0,0,0,5,2007,110000
979,979,20,80.0,8816,5,6,1963,1963,1,1,1,1,2,0.0,1,2,1,1,651,470,1121,1121,0,1121,1,0,3,1,2,5,1,0,2,1963.0,2,2,480,0,80,0,6,2009,139000
980,980,85,1978.5061638868744,12122,7,9,1961,2007,1,1,7,7,3,210.0,2,2,1,4,867,77,944,999,0,999,1,0,3,1,3,6,1,0,1,1961.0,1,2,588,144,76,0,7,2008,178400
981,981,60,98.0,12203,8,5,1998,1999,2,1,1,1,1,975.0,1,1,1,1,854,371,1225,1276,1336,2612,2,1,4,1,1,8,1,1,1,1998.0,3,3,676,250,0,0,7,2009,336000
982,982,20,43.0,3182,7,5,2007,2007,1,1,1,1,1,16.0,1,1,1,4,0,1266,1266,1266,0,1266,2,0,2,1,1,6,1,1,1,2007.0,3,2,388,100,16,0,3,2008,159895
983,983,60,1978.5061638868744,11250,8,5,2002,2002,1,1,7,7,2,0.0,1,1,1,3,0,1128,1128,1149,1141,2290,2,1,4,1,1,9,1,1,1,2002.0,2,2,779,0,0,0,5,2008,255900
984,984,90,75.0,10125,5,5,1977,1977,1,1,8,5,2,0.0,2,4,3,5,0,0,0,1302,432,1734,2,0,4,2,1,8,1,0,1,1977.0,2,2,539,0,0,0,8,2009,126000
985,985,190,68.0,10880,5,5,1950,1950,1,1,2,2,2,0.0,2,2,1,1,1040,124,1164,1164,0,1164,1,0,3,1,2,5,1,0,2,1950.0,2,1,240,0,48,0,8,2008,125000
986,986,50,59.0,5310,6,8,1910,2003,2,1,1,1,2,0.0,2,2,4,1,0,485,485,1001,634,1635,1,0,2,1,1,5,1,0,1,1950.0,2,1,255,394,0,0,6,2006,117000
987,987,20,83.0,10159,9,5,2009,2010,2,1,1,1,3,450.0,1,3,1,4,1646,284,1930,1940,0,1940,2,1,3,1,3,8,1,1,1,2010.0,3,3,606,168,95,0,4,2010,395192
